"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.9883,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.8683,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.2251,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.3931,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3421,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.90981,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.51096,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.60281,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.98525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.2635,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.3349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.2563,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1719,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.1022,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",100.0286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.96299,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.87645,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.76481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.73524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.68313,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.61144,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.53795,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.42199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.23796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.09127,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.9676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.8796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.99057,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.4126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.0956,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.5502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.4317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.2462,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.1465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.1082,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.1163,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.5826,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.0759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.3952,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.4201,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.0134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.8235,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.6496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5279,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.4126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.2976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.3314,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1611,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4519,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.6936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.4084,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.2773,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1675,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.92768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.84613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.78902,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.73102,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.70061,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.69321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.70152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.72298,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.7514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.75561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.65089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.29489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.7372,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.2855,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.90394,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.51984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.26038,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.11205,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.03523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",96.96755,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.90073,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.80336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.68764,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.56196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.40154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.27422,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.21104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.18858,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.19215,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.23824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.37103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.47125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.55829,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.68988,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.73017,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.65292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.50117,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.46452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.59612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.84929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.94595,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.84805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.66087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.44117,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.23936,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.02939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.91055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.88268,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.96503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.07919,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.25654,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.52417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.72747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.84222,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.91618,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.95439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.99009,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.04651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.10121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.17456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.27504,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.32587,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.35442,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.4413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.54701,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.71481,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.96502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.12724,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.16986,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.1827,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.33443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.71482,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.32787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.71147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.84605,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.8289,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.82658,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.94714,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.1845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.938,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.1225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.4851,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.4774,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3356,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.2801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.1864,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.0988,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0659,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1402,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.2193,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2187,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.0905,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.7024,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.4219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.7245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6803,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.6811,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.7801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.9168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8761,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9442,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.0616,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.1983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4244,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.7603,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.7459,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.7514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7101,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.6466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.6892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.7859,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.8784,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.9947,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.1881,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.169,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0485,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9286,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8502,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.6031,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4477,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2311,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9287,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6642,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4462,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.2301,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.0636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.88242,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.92316,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.2047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.2114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.1108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.9229,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.77692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.73634,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.7132,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.75509,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.77834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.72908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.71941,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.81581,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.90382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.2528,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.3667,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.3799,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2876,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.0696,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.82607,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.67703,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.62874,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.56344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.46157,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.35109,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.26446,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.33458,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.4757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.71904,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.89777,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.92541,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.97935,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.93707,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.94534,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0857,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3517,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.8926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",101.0019,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.994,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.9245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8264,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9399,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.0164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9811,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.0817,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.1831,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2457,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1552,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.9013,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4822,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3607,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.5132,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.6611,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.8108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2792,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.2696,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.3893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.5993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.6677,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.8237,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9228,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.934,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.9085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.9079,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9278,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.0437,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0503,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.1014,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.0711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9658,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.6796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0446,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.9493,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8728,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9486,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.3993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.653,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9386,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1691,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.2665,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.2597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2661,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.2412,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1804,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1302,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0461,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0304,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0695,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0627,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5221,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1771,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8972,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.7033,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.3894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.2383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.2593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2066,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0678,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7409,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.4101,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.0838,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.81183,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.59144,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.45091,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.4236,
